timestamp_s,left_knee_ohms,right_knee_ohms
73.928,,20.13
73.938,,20.08
73.948,,20.11
73.958,,20.06
73.968,,20.04
73.978,,19.94
73.967,14.0,
73.977,14.0,
73.987,13.98,
73.997,13.96,
74.007,13.95,
74.017,13.93,
74.027,13.89,
74.037,13.95,
74.148,,19.57
74.158,,19.57
74.168,,19.5
74.178,,19.46
74.188,,19.5
74.198,,19.55
74.208,,19.53
74.218,,19.57
74.268,13.98,
74.278,14.02,
74.288,14.02,
74.298,14.0,
74.308,13.96,
74.318,14.0,
74.328,13.98,
74.338,13.95,
74.447,,19.28
74.457,,19.23
74.467,,19.23
74.477,,19.28
74.487,,19.32
74.497,,19.28
74.507,,19.28
74.517,,19.3
74.506,14.2,
74.516,14.31,
74.526,14.29,
74.536,14.31,
74.546,14.33,
74.556,14.33,
74.566,14.31,
74.576,14.29,
74.69,,19.16
74.7,,19.16
74.71,,19.12
74.72,,19.18
74.73,,19.14
74.74,,19.09
74.75,,19.07
74.76,,19.07
74.929,,19.09
74.939,,19.0
74.949,,18.98
74.959,,18.96
74.969,,18.96
74.979,,18.89
74.989,,18.91
74.999,,18.87
74.987,13.91,
74.997,13.91,
75.007,13.87,
75.017,13.85,
75.027,13.85,
75.037,13.83,
75.047,13.83,
75.057,13.77,
75.171,,18.67
75.181,,18.71
75.191,,18.71
75.201,,18.76
75.211,,18.8
75.221,,18.8
75.231,,18.76
75.241,,18.71
75.346,13.6,
75.356,13.6,
75.366,13.6,
75.376,13.58,
75.386,13.6,
75.396,13.56,
75.406,13.56,
75.416,13.5,
75.407,,18.73
75.417,,18.76
75.427,,18.76
75.437,,18.71
75.447,,18.69
75.457,,18.64
75.467,,18.69
75.477,,18.62
75.647,,18.4
75.657,,18.38
75.667,,18.35
75.677,,18.33
75.687,,18.33
75.697,,18.38
75.707,,18.29
75.717,,18.31
75.828,13.41,
75.838,13.41,
75.848,13.39,
75.858,13.35,
75.868,13.37,
75.878,13.31,
75.888,13.33,
75.898,13.37,
75.89,,18.18
75.9,,18.2
75.91,,18.13
75.92,,18.15
75.93,,18.09
75.94,,18.11
75.95,,18.11
75.96,,18.09
76.128,13.3,
76.138,13.28,
76.148,13.31,
76.158,13.31,
76.168,13.3,
76.178,13.3,
76.188,13.28,
76.198,13.24,
76.188,13.28,17.96
76.198,13.24,17.96
76.208,,17.96
76.218,,17.93
76.228,,17.93
76.238,,17.91
76.248,,17.89
76.258,,17.87
76.368,13.16,
76.378,13.15,
76.388,13.13,
76.398,13.15,
76.408,13.16,
76.418,13.13,
76.428,13.15,
76.438,13.11,
76.43,,17.93
76.44,,17.93
76.45,,17.93
76.46,,17.89
76.47,,17.91
76.48,,17.91
76.49,,17.89
76.5,,17.89
76.726,12.96,
76.736,13.0,
76.746,12.96,
76.756,12.96,
76.766,12.98,
76.776,12.98,
76.786,12.94,
76.796,12.94,
76.788,,17.72
76.798,,17.72
76.808,,17.72
76.818,,17.74
76.828,,17.72
76.838,,17.72
76.848,,17.74
76.858,,17.72
76.969,12.9,
76.979,12.92,
76.989,12.9,
76.999,12.9,
77.009,12.9,
77.019,12.92,
77.029,12.94,
77.039,12.92,
77.03,,17.63
77.04,,17.65
77.05,,17.67
77.06,,17.61
77.07,,17.65
77.08,,17.72
77.09,,17.74
77.1,,17.74
77.208,12.81,
77.218,12.81,
77.228,12.81,
77.238,12.81,
77.248,12.85,
77.258,12.81,
77.268,12.77,
77.278,12.79,
77.267,,17.72
77.277,,17.67
77.287,,17.65
77.297,,17.67
77.307,,17.67
77.317,,17.67
77.327,,17.65
77.337,,17.65
77.448,12.72,
77.458,12.73,
77.468,12.72,
77.478,12.73,
77.488,12.75,
77.498,12.75,
77.508,12.73,
77.518,12.7,
77.508,12.73,17.8
77.518,12.7,17.82
77.528,,17.82
77.538,,17.82
77.548,,17.8
77.558,,17.78
77.568,,17.78
77.578,,17.78
77.69,12.73,
77.7,12.75,
77.71,12.77,
77.72,12.77,
77.73,12.72,
77.74,12.75,
77.75,12.77,
77.76,12.73,
77.747,,17.82
77.757,,17.82
77.767,,17.85
77.777,,17.85
77.787,,17.85
77.797,,17.82
77.807,,17.82
77.817,,17.85
77.956,12.7,
77.966,12.68,
77.976,12.68,
77.986,12.7,
77.996,12.66,
78.006,12.7,
78.016,12.7,
78.026,12.66,
77.997,,17.85
78.007,,17.82
78.017,,17.85
78.027,,17.8
78.037,,17.8
78.047,,17.76
78.057,,17.74
78.067,,17.76
78.175,12.7,
78.185,12.66,
78.195,12.7,
78.205,12.64,
78.215,12.68,
78.225,12.68,
78.235,12.66,
78.245,12.64,
78.236,,17.61
78.246,,17.59
78.256,,17.59
78.266,,17.59
78.276,,17.59
78.286,,17.59
78.296,,17.56
78.306,,17.59
78.412,12.61,
78.422,12.64,
78.432,12.61,
78.442,12.62,
78.452,12.62,
78.462,12.59,
78.472,12.62,
78.482,12.62,
78.466,,17.48
78.476,,17.5
78.486,,17.46
78.496,,17.46
78.506,,17.46
78.516,,17.43
78.526,,17.43
78.536,,17.48
78.653,12.61,
78.663,12.59,
78.673,12.62,
78.683,12.61,
78.693,12.61,
78.703,12.62,
78.713,12.57,
78.723,12.61,
78.711,,17.39
78.721,,17.39
78.731,,17.39
78.741,,17.37
78.751,,17.39
78.761,,17.39
78.771,,17.39
78.781,,17.35
78.891,12.61,
78.901,12.62,
78.911,12.66,
78.921,12.68,
78.931,12.72,
78.941,12.77,
78.951,12.81,
78.961,12.85,
78.951,12.81,17.65
78.961,12.85,17.74
78.971,,17.78
78.981,,17.78
78.991,,17.87
79.001,,17.87
79.011,,17.87
79.021,,17.87
79.128,13.22,
79.138,13.3,
79.148,13.37,
79.158,13.47,
79.168,13.45,
79.178,13.5,
79.188,13.47,
79.198,13.45,
79.191,,18.26
79.201,,18.24
79.211,,18.22
79.221,,18.22
79.231,,18.15
79.241,,18.18
79.251,,18.15
79.261,,18.13
79.369,13.3,
79.379,13.3,
79.389,13.28,
79.399,13.28,
79.409,13.26,
79.419,13.24,
79.429,13.24,
79.439,13.24,
79.487,,17.87
79.497,,17.89
79.507,,17.85
79.517,,17.82
79.527,,17.85
79.537,,17.8
79.547,,17.8
79.557,,17.78
79.671,13.05,
79.681,13.03,
79.691,13.03,
79.701,13.03,
79.711,13.07,
79.721,13.03,
79.731,12.98,
79.741,13.0,
79.73,,17.67
79.74,,17.63
79.75,,17.61
79.76,,17.63
79.77,,17.61
79.78,,17.59
79.79,,17.59
79.8,,17.56
79.97,,17.56
79.98,,17.56
79.99,,17.52
80.0,,17.54
80.01,,17.52
80.02,,17.52
80.03,,17.52
80.04,,17.5
80.029,13.0,
80.039,13.0,
80.049,12.96,
80.059,12.98,
80.069,12.96,
80.079,12.96,
80.089,12.96,
80.099,13.0,
80.206,,17.46
80.216,,17.46
80.226,,17.43
80.236,,17.48
80.246,,17.46
80.256,,17.48
80.266,,17.46
80.276,,17.48
80.388,12.92,
80.398,12.9,
80.408,12.88,
80.418,12.92,
80.428,12.88,
80.438,12.9,
80.448,12.92,
80.458,12.9,
80.567,,17.46
80.577,,17.43
80.587,,17.41
80.597,,17.41
80.607,,17.43
80.617,,17.43
80.627,,17.37
80.637,,17.35
80.752,12.9,
80.762,12.94,
80.772,12.98,
80.782,12.94,
80.792,12.96,
80.802,12.94,
80.812,12.92,
80.822,12.9,
80.807,,17.24
80.817,,17.22
80.827,,17.2
80.837,,17.2
80.847,,17.2
80.857,,17.22
